mode,epoch,iter,lr,memory,data_time,loss,time,accuracy_top-1,accuracy_top-5
train,1.0,1280.0,0.005,2456.0,0.0032,0.9077,0.087,,
train,1.0,1290.0,0.005,2456.0,0.00303,0.95785,0.08717,,
train,1.0,1300.0,0.005,2456.0,0.00299,0.89918,0.08647,,
train,1.0,1310.0,0.005,2456.0,0.0029,0.97147,0.08584,,
train,1.0,1320.0,0.005,2456.0,0.00357,0.83557,0.08792,,
train,1.0,1330.0,0.005,2456.0,0.00293,1.01727,0.0877,,
train,1.0,1340.0,0.005,2456.0,0.00347,0.91264,0.08773,,
train,1.0,1350.0,0.005,2456.0,0.00297,0.84741,0.08732,,
train,1.0,1360.0,0.005,2456.0,0.00288,0.7861,0.08913,,
train,1.0,1370.0,0.005,2456.0,0.00213,0.86334,0.08753,,
train,1.0,1380.0,0.005,2456.0,0.00243,0.99738,0.08674,,
train,1.0,1390.0,0.005,2456.0,0.00296,0.85709,0.08822,,
train,1.0,1400.0,0.005,2456.0,0.00286,0.88119,0.08833,,
train,1.0,1410.0,0.005,2456.0,0.00317,0.94636,0.08755,,
train,1.0,1420.0,0.005,2456.0,0.00293,0.87797,0.08765,,
train,1.0,1430.0,0.005,2456.0,0.00332,0.8699,0.0889,,
train,1.0,1440.0,0.005,2456.0,0.00278,0.85079,0.08727,,
train,1.0,1450.0,0.005,2456.0,0.00282,0.71041,0.08862,,
train,1.0,1460.0,0.005,2456.0,0.00277,0.82624,0.08791,,
train,1.0,1470.0,0.005,2456.0,0.0025,0.7435,0.08713,,
train,1.0,1480.0,0.005,2456.0,0.00297,0.73297,0.08835,,
train,1.0,1490.0,0.005,2456.0,0.00286,0.84755,0.08801,,
train,1.0,1500.0,0.005,2456.0,0.00243,0.81604,0.08734,,
train,1.0,1510.0,0.005,2456.0,0.00273,0.8162,0.08715,,
train,1.0,1520.0,0.005,2456.0,0.0028,0.84933,0.08703,,
train,1.0,1530.0,0.005,2456.0,0.00291,0.83351,0.08796,,
train,1.0,1540.0,0.005,2456.0,0.0028,0.8592,0.08934,,
train,1.0,1550.0,0.005,2456.0,0.0025,0.84595,0.08645,,
train,1.0,1560.0,0.005,2456.0,0.00287,0.89268,0.08682,,
train,2.0,10.0,0.0049,2456.0,0.21365,0.92187,0.29776,,
train,2.0,20.0,0.0049,2456.0,0.00405,0.77796,0.09025,,
train,2.0,30.0,0.0049,2456.0,0.00292,0.87784,0.08802,,
train,2.0,40.0,0.0049,2456.0,0.00281,0.67655,0.08703,,
train,2.0,50.0,0.0049,2456.0,0.00321,0.85081,0.09009,,
train,2.0,60.0,0.0049,2456.0,0.00264,0.84969,0.08822,,
train,2.0,70.0,0.0049,2456.0,0.00296,0.79546,0.0892,,
train,2.0,80.0,0.0049,2456.0,0.00291,0.72533,0.08895,,
train,2.0,90.0,0.0049,2456.0,0.0027,0.80934,0.08713,,
train,2.0,100.0,0.0049,2456.0,0.00282,0.851,0.08754,,
train,2.0,110.0,0.0049,2456.0,0.00317,0.78242,0.08613,,
train,2.0,120.0,0.0049,2456.0,0.00294,0.76553,0.08623,,
train,2.0,130.0,0.0049,2456.0,0.00319,0.76301,0.08833,,
train,2.0,140.0,0.0049,2456.0,0.00313,0.78605,0.0885,,
train,2.0,150.0,0.0049,2456.0,0.00314,0.93979,0.08791,,
train,2.0,160.0,0.0049,2456.0,0.00317,0.87262,0.08792,,
train,2.0,170.0,0.0049,2456.0,0.00306,0.77498,0.08705,,
train,2.0,180.0,0.0049,2456.0,0.00254,0.68527,0.08578,,
train,2.0,190.0,0.0049,2456.0,0.00309,0.76517,0.08645,,
train,2.0,200.0,0.0049,2456.0,0.00309,0.78914,0.08555,,
train,2.0,210.0,0.0049,2456.0,0.00303,0.76004,0.08879,,
train,2.0,220.0,0.0049,2456.0,0.00283,0.81374,0.08737,,
train,2.0,230.0,0.0049,2456.0,0.00306,0.85375,0.08726,,
train,2.0,240.0,0.0049,2456.0,0.00329,0.80156,0.08848,,
train,2.0,250.0,0.0049,2456.0,0.00271,0.70178,0.08718,,
train,2.0,260.0,0.0049,2456.0,0.00261,0.67738,0.08777,,
train,2.0,270.0,0.0049,2456.0,0.00305,0.85962,0.08774,,
train,2.0,280.0,0.0049,2456.0,0.00314,0.72107,0.08906,,
train,2.0,290.0,0.0049,2456.0,0.00296,0.82021,0.08721,,
train,2.0,300.0,0.0049,2456.0,0.00298,0.73129,0.08738,,
train,2.0,310.0,0.0049,2456.0,0.00317,0.77248,0.08722,,
train,2.0,320.0,0.0049,2456.0,0.00351,0.75802,0.08708,,
train,2.0,330.0,0.0049,2456.0,0.0032,0.76447,0.08779,,
train,2.0,340.0,0.0049,2456.0,0.00285,0.77921,0.08756,,
train,2.0,350.0,0.0049,2456.0,0.00309,0.73971,0.08792,,
train,2.0,360.0,0.0049,2456.0,0.0028,0.68616,0.0883,,
train,2.0,370.0,0.0049,2456.0,0.0031,0.71401,0.08745,,
train,2.0,380.0,0.0049,2456.0,0.003,0.80721,0.08642,,
train,2.0,390.0,0.0049,2456.0,0.00299,0.77498,0.08535,,
train,2.0,400.0,0.0049,2456.0,0.00265,0.65587,0.08631,,
train,2.0,410.0,0.0049,2456.0,0.00297,0.66166,0.08516,,
train,2.0,420.0,0.0049,2456.0,0.00326,0.65058,0.08701,,
train,2.0,430.0,0.0049,2456.0,0.00286,0.98189,0.08646,,
train,2.0,440.0,0.0049,2456.0,0.00305,0.80427,0.08665,,
train,2.0,450.0,0.0049,2456.0,0.00333,0.87792,0.09055,,
train,2.0,460.0,0.0049,2456.0,0.00327,0.80159,0.08889,,
train,2.0,470.0,0.0049,2456.0,0.00275,0.75126,0.08834,,
train,2.0,480.0,0.0049,2456.0,0.00318,0.7177,0.08876,,
train,2.0,490.0,0.0049,2456.0,0.00265,0.91242,0.08683,,
train,2.0,500.0,0.0049,2456.0,0.00277,0.83888,0.08694,,
train,2.0,510.0,0.0049,2456.0,0.00299,0.7881,0.08701,,
train,2.0,520.0,0.0049,2456.0,0.00286,0.84423,0.08923,,
train,2.0,530.0,0.0049,2456.0,0.00308,0.68085,0.08729,,
train,2.0,540.0,0.0049,2456.0,0.00305,0.77284,0.08822,,
train,2.0,550.0,0.0049,2456.0,0.00359,0.80636,0.08832,,
train,2.0,560.0,0.0049,2456.0,0.00279,0.71441,0.08696,,
train,2.0,570.0,0.0049,2456.0,0.00262,0.77717,0.08728,,
train,2.0,580.0,0.0049,2456.0,0.00264,0.70226,0.08655,,
train,2.0,590.0,0.0049,2456.0,0.00276,0.77564,0.08712,,
train,2.0,600.0,0.0049,2456.0,0.00266,0.72943,0.08726,,
train,2.0,610.0,0.0049,2456.0,0.00307,0.66602,0.08794,,
train,2.0,620.0,0.0049,2456.0,0.00319,0.69002,0.08822,,
train,2.0,630.0,0.0049,2456.0,0.0029,0.72751,0.08685,,
train,2.0,640.0,0.0049,2456.0,0.00296,0.98052,0.08728,,
train,2.0,650.0,0.0049,2456.0,0.00339,0.76764,0.08792,,
train,2.0,660.0,0.0049,2456.0,0.00294,0.81441,0.08711,,
train,2.0,670.0,0.0049,2456.0,0.00296,0.74243,0.08825,,
train,2.0,680.0,0.0049,2456.0,0.00344,0.65168,0.08815,,
train,2.0,690.0,0.0049,2456.0,0.00301,0.74823,0.08824,,
train,2.0,700.0,0.0049,2456.0,0.00313,0.65464,0.08859,,
train,2.0,710.0,0.0049,2456.0,0.00271,0.73206,0.08755,,
train,2.0,720.0,0.0049,2456.0,0.00308,0.81377,0.08802,,
train,2.0,730.0,0.0049,2456.0,0.00329,0.88443,0.08747,,
train,2.0,740.0,0.0049,2456.0,0.0029,0.76043,0.08635,,
train,2.0,750.0,0.0049,2456.0,0.00302,0.72657,0.08612,,
train,2.0,760.0,0.0049,2456.0,0.00346,0.83078,0.08723,,
train,2.0,770.0,0.0049,2456.0,0.0034,0.68111,0.08717,,
train,2.0,780.0,0.0049,2456.0,0.00284,0.6917,0.08736,,
train,2.0,790.0,0.0049,2456.0,0.00299,0.75164,0.08776,,
train,2.0,800.0,0.0049,2456.0,0.00301,0.72475,0.0888,,
train,2.0,810.0,0.0049,2456.0,0.00283,0.69786,0.08753,,
train,2.0,820.0,0.0049,2456.0,0.00312,0.73108,0.08701,,
train,2.0,830.0,0.0049,2456.0,0.00311,0.72677,0.08696,,
train,2.0,840.0,0.0049,2456.0,0.00304,0.65484,0.08845,,
train,2.0,850.0,0.0049,2456.0,0.00313,0.75804,0.08779,,
train,2.0,860.0,0.0049,2456.0,0.00316,0.84034,0.08767,,
train,2.0,870.0,0.0049,2456.0,0.00285,0.79937,0.08885,,
train,2.0,880.0,0.0049,2456.0,0.00267,0.73854,0.08647,,
train,2.0,890.0,0.0049,2456.0,0.0031,0.76443,0.08657,,
train,2.0,900.0,0.0049,2456.0,0.00321,0.75314,0.08798,,
train,2.0,910.0,0.0049,2456.0,0.00308,0.77247,0.08776,,
train,2.0,920.0,0.0049,2456.0,0.00322,0.77563,0.08793,,
train,2.0,930.0,0.0049,2456.0,0.00317,0.73878,0.0863,,
train,2.0,940.0,0.0049,2456.0,0.0033,0.79318,0.08698,,
train,2.0,950.0,0.0049,2456.0,0.00282,0.79352,0.08658,,
train,2.0,960.0,0.0049,2456.0,0.00299,0.72956,0.08785,,
train,2.0,970.0,0.0049,2456.0,0.00308,0.62951,0.08646,,
train,2.0,980.0,0.0049,2456.0,0.00288,0.65168,0.08631,,
train,2.0,990.0,0.0049,2456.0,0.00311,0.67358,0.08674,,
train,2.0,1000.0,0.0049,2456.0,0.00295,0.65466,0.08729,,
train,2.0,1010.0,0.0049,2456.0,0.00316,0.8129,0.08728,,
train,2.0,1020.0,0.0049,2456.0,0.00297,0.71217,0.08822,,
train,2.0,1030.0,0.0049,2456.0,0.00306,0.7556,0.08753,,
train,2.0,1040.0,0.0049,2456.0,0.00312,0.80149,0.0876,,
train,2.0,1050.0,0.0049,2456.0,0.00313,0.73998,0.08737,,
train,2.0,1060.0,0.0049,2456.0,0.00329,0.78797,0.08782,,
train,2.0,1070.0,0.0049,2456.0,0.00317,0.69602,0.0877,,
train,2.0,1080.0,0.0049,2456.0,0.00306,0.68685,0.0873,,
train,2.0,1090.0,0.0049,2456.0,0.0031,0.73627,0.08824,,
train,2.0,1100.0,0.0049,2456.0,0.00323,0.68877,0.08758,,
train,2.0,1110.0,0.0049,2456.0,0.00325,0.82474,0.08559,,
train,2.0,1120.0,0.0049,2456.0,0.00295,0.78538,0.08531,,
train,2.0,1130.0,0.0049,2456.0,0.00328,0.77108,0.08544,,
train,2.0,1140.0,0.0049,2456.0,0.00332,0.70488,0.08525,,
train,2.0,1150.0,0.0049,2456.0,0.0031,0.63931,0.08517,,
train,2.0,1160.0,0.0049,2456.0,0.00297,0.66944,0.08526,,
train,2.0,1170.0,0.0049,2456.0,0.00318,0.75826,0.08544,,
train,2.0,1180.0,0.0049,2456.0,0.00282,0.77794,0.08583,,
train,2.0,1190.0,0.0049,2456.0,0.00312,0.72729,0.08595,,
train,2.0,1200.0,0.0049,2456.0,0.00314,0.88948,0.08666,,
train,2.0,1210.0,0.0049,2456.0,0.00318,0.6801,0.0859,,
train,2.0,1220.0,0.0049,2456.0,0.00304,0.74652,0.08645,,
train,2.0,1230.0,0.0049,2456.0,0.00311,0.77249,0.0852,,
train,2.0,1240.0,0.0049,2456.0,0.00353,0.71316,0.08556,,
train,2.0,1250.0,0.0049,2456.0,0.00322,0.69711,0.08555,,
train,2.0,1260.0,0.0049,2456.0,0.00314,0.61603,0.08523,,
train,2.0,1270.0,0.0049,2456.0,0.00348,0.64611,0.08582,,
train,2.0,1280.0,0.0049,2456.0,0.00297,0.74215,0.08594,,
train,2.0,1290.0,0.0049,2456.0,0.00318,0.69847,0.0877,,
train,2.0,1300.0,0.0049,2456.0,0.00315,0.63466,0.08793,,
train,2.0,1310.0,0.0049,2456.0,0.00279,0.7481,0.08648,,
train,2.0,1320.0,0.0049,2456.0,0.00305,0.94176,0.08625,,
train,2.0,1330.0,0.0049,2456.0,0.00295,0.70616,0.08564,,
train,2.0,1340.0,0.0049,2456.0,0.00316,0.79651,0.08698,,
train,2.0,1350.0,0.0049,2456.0,0.00303,0.69803,0.08681,,
train,2.0,1360.0,0.0049,2456.0,0.00308,0.79759,0.08703,,
train,2.0,1370.0,0.0049,2456.0,0.00283,0.80983,0.08651,,
train,2.0,1380.0,0.0049,2456.0,0.00301,0.79731,0.08611,,
train,2.0,1390.0,0.0049,2456.0,0.003,0.76817,0.08703,,
train,2.0,1400.0,0.0049,2456.0,0.00291,0.72929,0.08642,,
train,2.0,1410.0,0.0049,2456.0,0.00332,0.61052,0.08638,,
train,2.0,1420.0,0.0049,2456.0,0.00283,0.73984,0.08672,,
train,2.0,1430.0,0.0049,2456.0,0.00278,0.86631,0.08638,,
train,2.0,1440.0,0.0049,2456.0,0.00301,0.7181,0.087,,
train,2.0,1450.0,0.0049,2456.0,0.00274,0.70884,0.08661,,
train,2.0,1460.0,0.0049,2456.0,0.00283,0.53967,0.0864,,
train,2.0,1470.0,0.0049,2456.0,0.00281,0.67498,0.08645,,
train,2.0,1480.0,0.0049,2456.0,0.00323,0.6916,0.08647,,
train,2.0,1490.0,0.0049,2456.0,0.00277,0.68662,0.08674,,
train,2.0,1500.0,0.0049,2456.0,0.00292,0.67995,0.08663,,
train,2.0,1510.0,0.0049,2456.0,0.00299,0.68414,0.08749,,
train,2.0,1520.0,0.0049,2456.0,0.0025,0.56981,0.08547,,
train,2.0,1530.0,0.0049,2456.0,0.00334,0.58035,0.08693,,
train,2.0,1540.0,0.0049,2456.0,0.00311,0.54971,0.08645,,
train,2.0,1550.0,0.0049,2456.0,0.00334,0.75218,0.08802,,
train,2.0,1560.0,0.0049,2456.0,0.00329,0.74063,0.08733,,
train,3.0,10.0,0.0048,2456.0,0.21208,0.66188,0.29413,,
train,3.0,20.0,0.0048,2456.0,0.00374,0.70739,0.08628,,
train,3.0,30.0,0.0048,2456.0,0.0031,0.74411,0.08602,,
train,3.0,40.0,0.0048,2456.0,0.00319,0.70169,0.08647,,
train,3.0,50.0,0.0048,2456.0,0.00311,0.58584,0.08664,,
train,3.0,60.0,0.0048,2456.0,0.00291,0.73377,0.08855,,
train,3.0,70.0,0.0048,2456.0,0.00182,0.63598,0.08737,,
train,3.0,80.0,0.0048,2456.0,0.00174,0.58357,0.0896,,
train,3.0,90.0,0.0048,2456.0,0.00272,0.62547,0.08934,,
train,3.0,100.0,0.0048,2456.0,0.00227,0.66835,0.09013,,
train,3.0,110.0,0.0048,2456.0,0.0025,0.53894,0.0897,,
train,3.0,120.0,0.0048,2456.0,0.00253,0.73544,0.08753,,
train,3.0,130.0,0.0048,2456.0,0.0026,0.61691,0.08682,,
train,3.0,140.0,0.0048,2456.0,0.00248,0.68386,0.08703,,
train,3.0,150.0,0.0048,2456.0,0.0023,0.71029,0.08626,,
train,3.0,160.0,0.0048,2456.0,0.00295,0.59428,0.0872,,
train,3.0,170.0,0.0048,2456.0,0.00284,0.72072,0.08671,,
train,3.0,180.0,0.0048,2456.0,0.00275,0.69984,0.08681,,
train,3.0,190.0,0.0048,2456.0,0.00254,0.64211,0.08762,,
train,3.0,200.0,0.0048,2456.0,0.00253,0.71519,0.08689,,
train,3.0,210.0,0.0048,2456.0,0.00311,0.57732,0.08911,,
train,3.0,220.0,0.0048,2456.0,0.00283,0.7075,0.08739,,
train,3.0,230.0,0.0048,2456.0,0.00298,0.66204,0.08875,,
train,3.0,240.0,0.0048,2456.0,0.0028,0.58619,0.08779,,
train,3.0,250.0,0.0048,2456.0,0.00288,0.6634,0.08843,,
train,3.0,260.0,0.0048,2456.0,0.00277,0.65206,0.08848,,
train,3.0,270.0,0.0048,2456.0,0.00231,0.67908,0.08625,,
train,3.0,280.0,0.0048,2456.0,0.00346,0.74883,0.08542,,
train,3.0,290.0,0.0048,2456.0,0.00383,0.7651,0.086,,
train,3.0,300.0,0.0048,2456.0,0.00323,0.59628,0.0861,,
train,3.0,310.0,0.0048,2456.0,0.0026,0.74961,0.08413,,
train,3.0,320.0,0.0048,2456.0,0.00327,0.67052,0.08507,,
train,3.0,330.0,0.0048,2456.0,0.00329,0.67597,0.08589,,
train,3.0,340.0,0.0048,2456.0,0.00289,0.69868,0.08635,,
train,3.0,350.0,0.0048,2456.0,0.0029,0.71554,0.08572,,
train,3.0,360.0,0.0048,2456.0,0.00305,0.59956,0.08674,,
train,3.0,370.0,0.0048,2456.0,0.00355,0.62809,0.08678,,
train,3.0,380.0,0.0048,2456.0,0.00325,0.75215,0.08566,,
train,3.0,390.0,0.0048,2456.0,0.00308,0.69765,0.08639,,
train,3.0,400.0,0.0048,2456.0,0.00321,0.54007,0.08621,,
train,3.0,410.0,0.0048,2456.0,0.00297,0.70052,0.08558,,
train,3.0,420.0,0.0048,2456.0,0.0031,0.62359,0.08614,,
train,3.0,430.0,0.0048,2456.0,0.0031,0.7254,0.0858,,
train,3.0,440.0,0.0048,2456.0,0.00306,0.69045,0.08553,,
train,3.0,450.0,0.0048,2456.0,0.00329,0.57125,0.08645,,
train,3.0,460.0,0.0048,2456.0,0.00358,0.58883,0.08712,,
train,3.0,470.0,0.0048,2456.0,0.00299,0.65016,0.08692,,
train,3.0,480.0,0.0048,2456.0,0.00324,0.72728,0.08795,,
train,3.0,490.0,0.0048,2456.0,0.00308,0.69354,0.08785,,
train,3.0,500.0,0.0048,2456.0,0.00266,0.71164,0.08669,,
train,3.0,510.0,0.0048,2456.0,0.00312,0.56456,0.08741,,
train,3.0,520.0,0.0048,2456.0,0.00275,0.72581,0.08551,,
train,3.0,530.0,0.0048,2456.0,0.00308,0.53487,0.08548,,
train,3.0,540.0,0.0048,2456.0,0.00328,0.75506,0.08744,,
train,3.0,550.0,0.0048,2456.0,0.00303,0.69428,0.08793,,
train,3.0,560.0,0.0048,2456.0,0.00268,0.75874,0.08744,,
train,3.0,570.0,0.0048,2456.0,0.00283,0.6143,0.08692,,
train,3.0,580.0,0.0048,2456.0,0.00301,0.55778,0.0878,,
train,3.0,590.0,0.0048,2456.0,0.00315,0.66335,0.08877,,
train,3.0,600.0,0.0048,2456.0,0.00306,0.71308,0.08878,,
train,3.0,610.0,0.0048,2456.0,0.00307,0.64495,0.08808,,
train,3.0,620.0,0.0048,2456.0,0.00287,0.74062,0.08764,,
train,3.0,630.0,0.0048,2456.0,0.00297,0.62738,0.08867,,
train,3.0,640.0,0.0048,2456.0,0.00293,0.55616,0.08785,,
train,3.0,650.0,0.0048,2456.0,0.00341,0.57507,0.08627,,
train,3.0,660.0,0.0048,2456.0,0.00301,0.68551,0.08558,,
