mode,epoch,iter,lr,memory,data_time,loss,time,accuracy_top-1,accuracy_top-5
train,3.0,670.0,0.0048,2456.0,0.00301,0.66176,0.0876,,
train,3.0,680.0,0.0048,2456.0,0.00286,0.68565,0.08685,,
train,3.0,690.0,0.0048,2456.0,0.00317,0.66716,0.08705,,
train,3.0,700.0,0.0048,2456.0,0.00281,0.6765,0.08608,,
train,3.0,710.0,0.0048,2456.0,0.00285,0.61331,0.08628,,
train,3.0,720.0,0.0048,2456.0,0.00289,0.67664,0.08636,,
train,3.0,730.0,0.0048,2456.0,0.00281,0.55763,0.08623,,
train,3.0,740.0,0.0048,2456.0,0.00281,0.65909,0.08684,,
train,3.0,750.0,0.0048,2456.0,0.00286,0.72486,0.08695,,
train,3.0,760.0,0.0048,2456.0,0.00292,0.71438,0.08721,,
train,3.0,770.0,0.0048,2456.0,0.003,0.64298,0.08688,,
train,3.0,780.0,0.0048,2456.0,0.00282,0.65616,0.08632,,
train,3.0,790.0,0.0048,2456.0,0.00283,0.59311,0.08576,,
train,3.0,800.0,0.0048,2456.0,0.003,0.57012,0.08662,,
train,3.0,810.0,0.0048,2456.0,0.0027,0.70089,0.08658,,
train,3.0,820.0,0.0048,2456.0,0.00325,0.69647,0.08686,,
train,3.0,830.0,0.0048,2456.0,0.00284,0.68031,0.08712,,
train,3.0,840.0,0.0048,2456.0,0.00331,0.65154,0.08688,,
train,3.0,850.0,0.0048,2456.0,0.00309,0.69731,0.08608,,
train,3.0,860.0,0.0048,2456.0,0.00279,0.7138,0.08655,,
train,3.0,870.0,0.0048,2456.0,0.00272,0.63168,0.08783,,
train,3.0,880.0,0.0048,2456.0,0.00269,0.69797,0.08768,,
train,3.0,890.0,0.0048,2456.0,0.00296,0.6697,0.08678,,
train,3.0,900.0,0.0048,2456.0,0.00297,0.70412,0.08688,,
train,3.0,910.0,0.0048,2456.0,0.00311,0.56678,0.08872,,
train,3.0,920.0,0.0048,2456.0,0.00302,0.66701,0.08821,,
train,3.0,930.0,0.0048,2456.0,0.00304,0.67224,0.08778,,
train,3.0,940.0,0.0048,2456.0,0.00273,0.60907,0.08694,,
train,3.0,950.0,0.0048,2456.0,0.00286,0.62873,0.08778,,
train,3.0,960.0,0.0048,2456.0,0.003,0.70923,0.08767,,
train,3.0,970.0,0.0048,2456.0,0.00277,0.6437,0.08804,,
train,3.0,980.0,0.0048,2456.0,0.00301,0.64311,0.0878,,
train,3.0,990.0,0.0048,2456.0,0.00289,0.67578,0.08785,,
train,3.0,1000.0,0.0048,2456.0,0.00289,0.72203,0.08836,,
train,3.0,1010.0,0.0048,2456.0,0.00285,0.70809,0.08803,,
train,3.0,1020.0,0.0048,2456.0,0.00281,0.66718,0.08854,,
train,3.0,1030.0,0.0048,2456.0,0.00298,0.69706,0.08806,,
train,3.0,1040.0,0.0048,2456.0,0.00307,0.66935,0.08799,,
train,3.0,1050.0,0.0048,2456.0,0.00297,0.6762,0.0871,,
train,3.0,1060.0,0.0048,2456.0,0.00327,0.71183,0.08815,,
train,3.0,1070.0,0.0048,2456.0,0.00304,0.59882,0.08799,,
train,3.0,1080.0,0.0048,2456.0,0.0027,0.64934,0.08815,,
train,3.0,1090.0,0.0048,2456.0,0.00295,0.65335,0.08945,,
train,3.0,1100.0,0.0048,2456.0,0.00299,0.66522,0.08926,,
train,3.0,1110.0,0.0048,2456.0,0.00436,0.72163,0.09129,,
train,3.0,1120.0,0.0048,2456.0,0.00291,0.67272,0.09022,,
train,3.0,1130.0,0.0048,2456.0,0.00329,0.58543,0.0888,,
train,3.0,1140.0,0.0048,2456.0,0.00269,0.65658,0.08798,,
train,3.0,1150.0,0.0048,2456.0,0.00305,0.59704,0.08883,,
train,3.0,1160.0,0.0048,2456.0,0.00299,0.63201,0.08874,,
train,3.0,1170.0,0.0048,2456.0,0.00329,0.71218,0.08892,,
train,3.0,1180.0,0.0048,2456.0,0.0031,0.65049,0.08745,,
train,3.0,1190.0,0.0048,2456.0,0.00309,0.86097,0.08652,,
train,3.0,1200.0,0.0048,2456.0,0.00295,0.7021,0.08677,,
train,3.0,1210.0,0.0048,2456.0,0.00293,0.57223,0.08704,,
train,3.0,1220.0,0.0048,2456.0,0.00286,0.64497,0.08883,,
train,3.0,1230.0,0.0048,2456.0,0.00325,0.66139,0.08876,,
train,3.0,1240.0,0.0048,2456.0,0.00292,0.70412,0.08955,,
train,3.0,1250.0,0.0048,2456.0,0.00241,0.59808,0.0863,,
train,3.0,1260.0,0.0048,2456.0,0.00287,0.72656,0.08699,,
train,3.0,1270.0,0.0048,2456.0,0.00304,0.72283,0.08742,,
train,3.0,1280.0,0.0048,2456.0,0.00291,0.61688,0.08721,,
train,3.0,1290.0,0.0048,2456.0,0.00277,0.62764,0.08797,,
train,3.0,1300.0,0.0048,2456.0,0.00273,0.61137,0.08853,,
train,3.0,1310.0,0.0048,2456.0,0.00292,0.67018,0.08761,,
train,3.0,1320.0,0.0048,2456.0,0.00303,0.64654,0.08908,,
train,3.0,1330.0,0.0048,2456.0,0.00289,0.64002,0.08913,,
train,3.0,1340.0,0.0048,2456.0,0.00281,0.60619,0.08859,,
train,3.0,1350.0,0.0048,2456.0,0.00298,0.71882,0.08748,,
train,3.0,1360.0,0.0048,2456.0,0.00288,0.61126,0.08802,,
train,3.0,1370.0,0.0048,2456.0,0.00332,0.59865,0.0883,,
train,3.0,1380.0,0.0048,2456.0,0.00277,0.62336,0.08772,,
train,3.0,1390.0,0.0048,2456.0,0.00283,0.71261,0.08811,,
train,3.0,1400.0,0.0048,2456.0,0.00308,0.67851,0.08794,,
train,3.0,1410.0,0.0048,2456.0,0.00297,0.67371,0.08989,,
train,3.0,1420.0,0.0048,2456.0,0.00329,0.61497,0.08965,,
train,3.0,1430.0,0.0048,2456.0,0.00259,0.66847,0.08819,,
train,3.0,1440.0,0.0048,2456.0,0.00271,0.65724,0.08779,,
train,3.0,1450.0,0.0048,2456.0,0.00329,0.64282,0.08639,,
train,3.0,1460.0,0.0048,2456.0,0.00313,0.57204,0.0883,,
train,3.0,1470.0,0.0048,2456.0,0.00297,0.62244,0.08781,,
train,3.0,1480.0,0.0048,2456.0,0.00286,0.59998,0.0867,,
train,3.0,1490.0,0.0048,2456.0,0.00284,0.56264,0.08682,,
train,3.0,1500.0,0.0048,2456.0,0.00269,0.77011,0.08762,,
train,3.0,1510.0,0.0048,2456.0,0.00289,0.67503,0.08684,,
train,3.0,1520.0,0.0048,2456.0,0.00326,0.6464,0.08763,,
train,3.0,1530.0,0.0048,2456.0,0.00289,0.69038,0.08747,,
train,3.0,1540.0,0.0048,2456.0,0.00315,0.65796,0.08764,,
train,3.0,1550.0,0.0048,2456.0,0.00327,0.64974,0.08857,,
train,3.0,1560.0,0.0048,2456.0,0.00257,0.69046,0.08709,,
train,4.0,10.0,0.00471,2456.0,0.21492,0.60333,0.29894,,
train,4.0,20.0,0.00471,2456.0,0.00288,0.69299,0.0866,,
train,4.0,30.0,0.00471,2456.0,0.00263,0.68908,0.08587,,
train,4.0,40.0,0.00471,2456.0,0.00282,0.61577,0.08541,,
train,4.0,50.0,0.00471,2456.0,0.00355,0.54857,0.08588,,
train,4.0,60.0,0.00471,2456.0,0.00292,0.49715,0.08574,,
train,4.0,70.0,0.00471,2456.0,0.00287,0.65101,0.08376,,
train,4.0,80.0,0.00471,2456.0,0.00373,0.58169,0.08685,,
train,4.0,90.0,0.00471,2456.0,0.00302,0.8196,0.08793,,
train,4.0,100.0,0.00471,2456.0,0.00286,0.5763,0.08639,,
train,4.0,110.0,0.00471,2456.0,0.00297,0.62622,0.08632,,
train,4.0,120.0,0.00471,2456.0,0.00298,0.6308,0.08817,,
train,4.0,130.0,0.00471,2456.0,0.00317,0.65685,0.08816,,
train,4.0,140.0,0.00471,2456.0,0.00276,0.54226,0.08676,,
train,4.0,150.0,0.00471,2456.0,0.0037,0.60044,0.08647,,
train,4.0,160.0,0.00471,2456.0,0.00302,0.60912,0.08604,,
train,4.0,170.0,0.00471,2456.0,0.00292,0.61633,0.08579,,
train,4.0,180.0,0.00471,2456.0,0.00312,0.67746,0.08711,,
train,4.0,190.0,0.00471,2456.0,0.00312,0.63546,0.08647,,
train,4.0,200.0,0.00471,2456.0,0.00294,0.58688,0.08611,,
train,4.0,210.0,0.00471,2456.0,0.0034,0.64478,0.08629,,
train,4.0,220.0,0.00471,2456.0,0.00309,0.59433,0.08598,,
train,4.0,230.0,0.00471,2456.0,0.00294,0.60755,0.08638,,
train,4.0,240.0,0.00471,2456.0,0.00311,0.67783,0.08637,,
train,4.0,250.0,0.00471,2456.0,0.00308,0.58079,0.08677,,
train,4.0,260.0,0.00471,2456.0,0.00278,0.62027,0.08689,,
train,4.0,270.0,0.00471,2456.0,0.00288,0.60355,0.08691,,
train,4.0,280.0,0.00471,2456.0,0.00346,0.5876,0.08644,,
train,4.0,290.0,0.00471,2456.0,0.00306,0.63059,0.08674,,
train,4.0,300.0,0.00471,2456.0,0.00293,0.67455,0.087,,
train,4.0,310.0,0.00471,2456.0,0.00306,0.51243,0.08623,,
train,4.0,320.0,0.00471,2456.0,0.00344,0.71303,0.08826,,
train,4.0,330.0,0.00471,2456.0,0.00294,0.66368,0.08652,,
train,4.0,340.0,0.00471,2456.0,0.00298,0.57731,0.086,,
train,4.0,350.0,0.00471,2456.0,0.00321,0.55979,0.08723,,
train,4.0,360.0,0.00471,2456.0,0.00312,0.58459,0.08716,,
train,4.0,370.0,0.00471,2456.0,0.00356,0.54912,0.08722,,
train,4.0,380.0,0.00471,2456.0,0.00378,0.62282,0.08781,,
train,4.0,390.0,0.00471,2456.0,0.00346,0.66543,0.08656,,
train,4.0,400.0,0.00471,2456.0,0.00303,0.63934,0.08768,,
train,4.0,410.0,0.00471,2456.0,0.00318,0.55198,0.08662,,
train,4.0,420.0,0.00471,2456.0,0.00308,0.65444,0.08762,,
train,4.0,430.0,0.00471,2456.0,0.00268,0.69316,0.08641,,
train,4.0,440.0,0.00471,2456.0,0.00297,0.52893,0.08576,,
train,4.0,450.0,0.00471,2456.0,0.00352,0.66768,0.087,,
train,4.0,460.0,0.00471,2456.0,0.00291,0.5976,0.08675,,
train,4.0,470.0,0.00471,2456.0,0.00277,0.63806,0.08615,,
train,4.0,480.0,0.00471,2456.0,0.00302,0.67627,0.08604,,
train,4.0,490.0,0.00471,2456.0,0.00298,0.61966,0.08676,,
train,4.0,500.0,0.00471,2456.0,0.00314,0.62009,0.08723,,
train,4.0,510.0,0.00471,2456.0,0.00292,0.663,0.08693,,
train,4.0,520.0,0.00471,2456.0,0.00302,0.6797,0.08719,,
train,4.0,530.0,0.00471,2456.0,0.00281,0.68703,0.08617,,
train,4.0,540.0,0.00471,2456.0,0.0031,0.68443,0.08615,,
train,4.0,550.0,0.00471,2456.0,0.00328,0.71264,0.0865,,
train,4.0,560.0,0.00471,2456.0,0.00287,0.57058,0.08774,,
train,4.0,570.0,0.00471,2456.0,0.00314,0.72698,0.08746,,
train,4.0,580.0,0.00471,2456.0,0.00305,0.62067,0.08764,,
train,4.0,590.0,0.00471,2456.0,0.00285,0.50221,0.08678,,
train,4.0,600.0,0.00471,2456.0,0.00313,0.57768,0.08769,,
train,4.0,610.0,0.00471,2456.0,0.00317,0.62374,0.08762,,
train,4.0,620.0,0.00471,2456.0,0.00312,0.57383,0.08672,,
train,4.0,630.0,0.00471,2456.0,0.0032,0.6258,0.08768,,
train,4.0,640.0,0.00471,2456.0,0.00312,0.6591,0.08622,,
train,4.0,650.0,0.00471,2456.0,0.00365,0.65402,0.08689,,
train,4.0,660.0,0.00471,2456.0,0.00324,0.54964,0.08705,,
train,4.0,670.0,0.00471,2456.0,0.00304,0.62348,0.08589,,
train,4.0,680.0,0.00471,2456.0,0.00318,0.49413,0.08649,,
train,4.0,690.0,0.00471,2456.0,0.00291,0.56712,0.08693,,
train,4.0,700.0,0.00471,2456.0,0.0026,0.59982,0.08675,,
train,4.0,710.0,0.00471,2456.0,0.00329,0.71005,0.0868,,
train,4.0,720.0,0.00471,2456.0,0.00288,0.65193,0.08636,,
train,4.0,730.0,0.00471,2456.0,0.0029,0.68635,0.08754,,
train,4.0,740.0,0.00471,2456.0,0.00309,0.70017,0.08711,,
train,4.0,750.0,0.00471,2456.0,0.00331,0.68493,0.08808,,
train,4.0,760.0,0.00471,2456.0,0.00302,0.60148,0.08765,,
train,4.0,770.0,0.00471,2456.0,0.00316,0.75359,0.08787,,
train,4.0,780.0,0.00471,2456.0,0.00304,0.56489,0.08768,,
train,4.0,790.0,0.00471,2456.0,0.00299,0.67165,0.08718,,
train,4.0,800.0,0.00471,2456.0,0.00304,0.59367,0.086,,
train,4.0,810.0,0.00471,2456.0,0.00267,0.54257,0.08605,,
train,4.0,820.0,0.00471,2456.0,0.00279,0.63366,0.08632,,
train,4.0,830.0,0.00471,2456.0,0.00318,0.59556,0.08709,,
train,4.0,840.0,0.00471,2456.0,0.00315,0.60371,0.08825,,
train,4.0,850.0,0.00471,2456.0,0.00286,0.60116,0.08814,,
train,4.0,860.0,0.00471,2456.0,0.00288,0.65692,0.08705,,
train,4.0,870.0,0.00471,2456.0,0.00331,0.55818,0.08838,,
train,4.0,880.0,0.00471,2456.0,0.0028,0.60534,0.08758,,
train,4.0,890.0,0.00471,2456.0,0.00293,0.55948,0.0885,,
train,4.0,900.0,0.00471,2456.0,0.00227,0.62411,0.0882,,
train,4.0,910.0,0.00471,2456.0,0.00269,0.6823,0.08852,,
train,4.0,920.0,0.00471,2456.0,0.00279,0.53657,0.08997,,
train,4.0,930.0,0.00471,2456.0,0.00263,0.50771,0.08906,,
train,4.0,940.0,0.00471,2456.0,0.00311,0.6402,0.08798,,
train,4.0,950.0,0.00471,2456.0,0.00319,0.63072,0.0872,,
train,4.0,960.0,0.00471,2456.0,0.00315,0.63228,0.08698,,
train,4.0,970.0,0.00471,2456.0,0.00318,0.5357,0.08759,,
train,4.0,980.0,0.00471,2456.0,0.00346,0.59126,0.08835,,
train,4.0,990.0,0.00471,2456.0,0.00342,0.62936,0.0874,,
train,4.0,1000.0,0.00471,2456.0,0.00305,0.66313,0.08781,,
train,4.0,1010.0,0.00471,2456.0,0.00345,0.65513,0.08823,,
train,4.0,1020.0,0.00471,2456.0,0.00299,0.63687,0.08794,,
train,4.0,1030.0,0.00471,2456.0,0.00333,0.62725,0.08733,,
train,4.0,1040.0,0.00471,2456.0,0.00293,0.50669,0.08717,,
train,4.0,1050.0,0.00471,2456.0,0.00235,0.6618,0.08676,,
train,4.0,1060.0,0.00471,2456.0,0.00332,0.5699,0.08869,,
train,4.0,1070.0,0.00471,2456.0,0.00272,0.63224,0.08738,,
train,4.0,1080.0,0.00471,2456.0,0.00307,0.55228,0.08716,,
train,4.0,1090.0,0.00471,2456.0,0.00301,0.61144,0.08752,,
train,4.0,1100.0,0.00471,2456.0,0.00309,0.67891,0.08716,,
train,4.0,1110.0,0.00471,2456.0,0.00308,0.69349,0.08737,,
train,4.0,1120.0,0.00471,2456.0,0.00295,0.61326,0.08816,,
train,4.0,1130.0,0.00471,2456.0,0.00306,0.67435,0.08809,,
train,4.0,1140.0,0.00471,2456.0,0.00296,0.60152,0.08664,,
train,4.0,1150.0,0.00471,2456.0,0.00344,0.57104,0.08687,,
train,4.0,1160.0,0.00471,2456.0,0.00345,0.61385,0.08618,,
train,4.0,1170.0,0.00471,2456.0,0.00329,0.55131,0.08641,,
train,4.0,1180.0,0.00471,2456.0,0.00298,0.58912,0.08618,,
train,4.0,1190.0,0.00471,2456.0,0.00289,0.68904,0.08675,,
train,4.0,1200.0,0.00471,2456.0,0.00315,0.66644,0.08842,,
train,4.0,1210.0,0.00471,2456.0,0.00331,0.72256,0.08771,,
train,4.0,1220.0,0.00471,2456.0,0.00313,0.67945,0.08752,,
train,4.0,1230.0,0.00471,2456.0,0.00327,0.50179,0.08709,,
train,4.0,1240.0,0.00471,2456.0,0.00297,0.57478,0.08747,,
train,4.0,1250.0,0.00471,2456.0,0.00288,0.55762,0.08829,,
train,4.0,1260.0,0.00471,2456.0,0.00289,0.57253,0.08849,,
train,4.0,1270.0,0.00471,2456.0,0.00319,0.4974,0.08802,,
train,4.0,1280.0,0.00471,2456.0,0.00283,0.72918,0.08795,,
train,4.0,1290.0,0.00471,2456.0,0.00302,0.52361,0.08726,,
train,4.0,1300.0,0.00471,2456.0,0.00324,0.58407,0.08765,,
train,4.0,1310.0,0.00471,2456.0,0.00285,0.64742,0.08698,,
train,4.0,1320.0,0.00471,2456.0,0.00337,0.60984,0.088,,
train,4.0,1330.0,0.00471,2456.0,0.00289,0.5779,0.08793,,
train,4.0,1340.0,0.00471,2456.0,0.00338,0.60932,0.08778,,
train,4.0,1350.0,0.00471,2456.0,0.00263,0.5785,0.08627,,
train,4.0,1360.0,0.00471,2456.0,0.00285,0.60715,0.0857,,
train,4.0,1370.0,0.00471,2456.0,0.00282,0.59943,0.08688,,
train,4.0,1380.0,0.00471,2456.0,0.00292,0.60088,0.08729,,
train,4.0,1390.0,0.00471,2456.0,0.00282,0.57392,0.08585,,
train,4.0,1400.0,0.00471,2456.0,0.00265,0.61092,0.08602,,
train,4.0,1410.0,0.00471,2456.0,0.00291,0.57735,0.08688,,
train,4.0,1420.0,0.00471,2456.0,0.00286,0.52312,0.08644,,
train,4.0,1430.0,0.00471,2456.0,0.00293,0.49558,0.08581,,
train,4.0,1440.0,0.00471,2456.0,0.0026,0.6302,0.08678,,
train,4.0,1450.0,0.00471,2456.0,0.0032,0.59729,0.08622,,
train,4.0,1460.0,0.00471,2456.0,0.0029,0.51689,0.08711,,
train,4.0,1470.0,0.00471,2456.0,0.00305,0.50253,0.08605,,
train,4.0,1480.0,0.00471,2456.0,0.00288,0.67247,0.08746,,
train,4.0,1490.0,0.00471,2456.0,0.00313,0.61177,0.0863,,
train,4.0,1500.0,0.00471,2456.0,0.00282,0.75999,0.08707,,
train,4.0,1510.0,0.00471,2456.0,0.00277,0.56133,0.08692,,
train,4.0,1520.0,0.00471,2456.0,0.003,0.60453,0.08472,,
train,4.0,1530.0,0.00471,2456.0,0.00285,0.65016,0.08551,,
train,4.0,1540.0,0.00471,2456.0,0.00283,0.60768,0.08568,,
train,4.0,1550.0,0.00471,2456.0,0.00285,0.61248,0.08621,,
train,4.0,1560.0,0.00471,2456.0,0.00313,0.62212,0.08632,,
train,5.0,10.0,0.00461,2456.0,0.21272,0.55102,0.29665,,
train,5.0,20.0,0.00461,2456.0,0.00262,0.61013,0.08605,,
train,5.0,30.0,0.00461,2456.0,0.00264,0.60966,0.08614,,
train,5.0,40.0,0.00461,2456.0,0.00283,0.69803,0.08681,,
train,5.0,50.0,0.00461,2456.0,0.0025,0.6561,0.08587,,
train,5.0,60.0,0.00461,2456.0,0.00273,0.56156,0.08578,,
train,5.0,70.0,0.00461,2456.0,0.00302,0.6163,0.08614,,
train,5.0,80.0,0.00461,2456.0,0.00273,0.63424,0.08627,,
train,5.0,90.0,0.00461,2456.0,0.00302,0.6079,0.08622,,
train,5.0,100.0,0.00461,2456.0,0.0029,0.58478,0.08568,,
train,5.0,110.0,0.00461,2456.0,0.00291,0.51614,0.0858,,
train,5.0,120.0,0.00461,2456.0,0.00288,0.6118,0.08587,,
train,5.0,130.0,0.00461,2456.0,0.00285,0.66512,0.08517,,
train,5.0,140.0,0.00461,2456.0,0.00307,0.62964,0.0871,,
train,5.0,150.0,0.00461,2456.0,0.00272,0.49323,0.0867,,
train,5.0,160.0,0.00461,2456.0,0.0031,0.62663,0.08763,,
train,5.0,170.0,0.00461,2456.0,0.00363,0.53034,0.08898,,
train,5.0,180.0,0.00461,2456.0,0.00317,0.55961,0.08705,,
train,5.0,190.0,0.00461,2456.0,0.00269,0.63629,0.0879,,
train,5.0,200.0,0.00461,2456.0,0.00289,0.59015,0.08821,,
train,5.0,210.0,0.00461,2456.0,0.00241,0.5664,0.08545,,
train,5.0,220.0,0.00461,2456.0,0.00281,0.56244,0.08629,,
train,5.0,230.0,0.00461,2456.0,0.00301,0.48898,0.08673,,
train,5.0,240.0,0.00461,2456.0,0.00304,0.61249,0.08828,,
train,5.0,250.0,0.00461,2456.0,0.00251,0.5646,0.08649,,
train,5.0,260.0,0.00461,2456.0,0.00294,0.55588,0.08711,,
train,5.0,270.0,0.00461,2456.0,0.00293,0.5651,0.08803,,
train,5.0,280.0,0.00461,2456.0,0.00296,0.68888,0.08721,,
train,5.0,290.0,0.00461,2456.0,0.00282,0.61203,0.08653,,
train,5.0,300.0,0.00461,2456.0,0.00338,0.61088,0.088,,
train,5.0,310.0,0.00461,2456.0,0.0027,0.6651,0.08611,,
train,5.0,320.0,0.00461,2456.0,0.00266,0.56398,0.08496,,
train,5.0,330.0,0.00461,2456.0,0.00308,0.55827,0.08621,,
train,5.0,340.0,0.00461,2456.0,0.00291,0.54685,0.08782,,
train,5.0,350.0,0.00461,2456.0,0.00328,0.60774,0.08731,,
train,5.0,360.0,0.00461,2456.0,0.00313,0.51059,0.08636,,
train,5.0,370.0,0.00461,2456.0,0.00339,0.59323,0.08651,,
train,5.0,380.0,0.00461,2456.0,0.00317,0.63127,0.08718,,
train,5.0,390.0,0.00461,2456.0,0.00249,0.51246,0.08599,,
train,5.0,400.0,0.00461,2456.0,0.00313,0.57111,0.08725,,
train,5.0,410.0,0.00461,2456.0,0.00248,0.5733,0.0859,,
train,5.0,420.0,0.00461,2456.0,0.00305,0.5627,0.08768,,
train,5.0,430.0,0.00461,2456.0,0.00336,0.53555,0.08784,,
train,5.0,440.0,0.00461,2456.0,0.00348,0.53147,0.08774,,
train,5.0,450.0,0.00461,2456.0,0.00307,0.58308,0.08945,,
train,5.0,460.0,0.00461,2456.0,0.00292,0.53963,0.08797,,
train,5.0,470.0,0.00461,2456.0,0.00283,0.52465,0.0869,,
train,5.0,480.0,0.00461,2456.0,0.00329,0.52565,0.08824,,
train,5.0,490.0,0.00461,2456.0,0.00291,0.60102,0.08625,,
train,5.0,500.0,0.00461,2456.0,0.00309,0.48557,0.08635,,
train,5.0,510.0,0.00461,2456.0,0.00335,0.54556,0.08776,,
train,5.0,520.0,0.00461,2456.0,0.00293,0.67989,0.08862,,
train,5.0,530.0,0.00461,2456.0,0.00283,0.61007,0.08881,,
train,5.0,540.0,0.00461,2456.0,0.00258,0.60747,0.08824,,
train,5.0,550.0,0.00461,2456.0,0.00293,0.68396,0.0874,,
train,5.0,560.0,0.00461,2456.0,0.00311,0.60437,0.08727,,
train,5.0,570.0,0.00461,2456.0,0.00333,0.56384,0.0879,,
train,5.0,580.0,0.00461,2456.0,0.00318,0.52959,0.08694,,
train,5.0,590.0,0.00461,2456.0,0.00313,0.53663,0.0879,,
train,5.0,600.0,0.00461,2456.0,0.00297,0.50028,0.08872,,
train,5.0,610.0,0.00461,2456.0,0.0028,0.62042,0.08679,,
train,5.0,620.0,0.00461,2456.0,0.00332,0.54903,0.08746,,
train,5.0,630.0,0.00461,2456.0,0.00329,0.54497,0.08939,,
train,5.0,640.0,0.00461,2456.0,0.00305,0.63066,0.08826,,
train,5.0,650.0,0.00461,2456.0,0.00342,0.53176,0.0893,,
train,5.0,660.0,0.00461,2456.0,0.00338,0.57732,0.08919,,
train,5.0,670.0,0.00461,2456.0,0.0025,0.51345,0.08748,,
train,5.0,680.0,0.00461,2456.0,0.00345,0.57417,0.08747,,
train,5.0,690.0,0.00461,2456.0,0.00361,0.60269,0.088,,
train,5.0,700.0,0.00461,2456.0,0.00358,0.41999,0.08775,,
train,5.0,710.0,0.00461,2456.0,0.00313,0.61243,0.08844,,
train,5.0,720.0,0.00461,2456.0,0.00324,0.59149,0.08702,,
train,5.0,730.0,0.00461,2456.0,0.00298,0.56154,0.0865,,
train,5.0,740.0,0.00461,2456.0,0.00282,0.68415,0.0866,,
train,5.0,750.0,0.00461,2456.0,0.00318,0.56074,0.08618,,
train,5.0,760.0,0.00461,2456.0,0.0035,0.69348,0.08702,,
train,5.0,770.0,0.00461,2456.0,0.00335,0.54134,0.08841,,
train,5.0,780.0,0.00461,2456.0,0.00369,0.53668,0.08893,,
train,5.0,790.0,0.00461,2456.0,0.0033,0.54049,0.08869,,
train,5.0,800.0,0.00461,2456.0,0.00317,0.62679,0.08821,,
train,5.0,810.0,0.00461,2456.0,0.00315,0.69621,0.08777,,
train,5.0,820.0,0.00461,2456.0,0.00318,0.53259,0.08751,,
train,5.0,830.0,0.00461,2456.0,0.00355,0.60292,0.08791,,
train,5.0,840.0,0.00461,2456.0,0.00277,0.55795,0.08679,,
train,5.0,850.0,0.00461,2456.0,0.00315,0.68212,0.08681,,
train,5.0,860.0,0.00461,2456.0,0.00303,0.54052,0.08668,,
train,5.0,870.0,0.00461,2456.0,0.00284,0.61046,0.08524,,
train,5.0,880.0,0.00461,2456.0,0.00284,0.70108,0.08596,,
train,5.0,890.0,0.00461,2456.0,0.0032,0.53563,0.08728,,
train,5.0,900.0,0.00461,2456.0,0.00261,0.54283,0.08603,,
train,5.0,910.0,0.00461,2456.0,0.00248,0.5608,0.08521,,
train,5.0,920.0,0.00461,2456.0,0.00326,0.52742,0.08674,,
train,5.0,930.0,0.00461,2456.0,0.00311,0.56293,0.08717,,
train,5.0,940.0,0.00461,2456.0,0.00296,0.68048,0.08743,,
train,5.0,950.0,0.00461,2456.0,0.00311,0.60746,0.08693,,
train,5.0,960.0,0.00461,2456.0,0.003,0.63259,0.08728,,
train,5.0,970.0,0.00461,2456.0,0.00307,0.5594,0.0858,,
train,5.0,980.0,0.00461,2456.0,0.00324,0.57897,0.08756,,
train,5.0,990.0,0.00461,2456.0,0.00356,0.60268,0.08818,,
train,5.0,1000.0,0.00461,2456.0,0.00292,0.50546,0.08714,,
train,5.0,1010.0,0.00461,2456.0,0.00299,0.61028,0.08892,,
train,5.0,1020.0,0.00461,2456.0,0.00268,0.64303,0.0865,,
train,5.0,1030.0,0.00461,2456.0,0.00321,0.59569,0.08704,,
train,5.0,1040.0,0.00461,2456.0,0.00288,0.57672,0.08667,,
train,5.0,1050.0,0.00461,2456.0,0.00297,0.53934,0.08662,,
train,5.0,1060.0,0.00461,2456.0,0.00266,0.53863,0.0867,,
train,5.0,1070.0,0.00461,2456.0,0.00294,0.55989,0.08607,,
train,5.0,1080.0,0.00461,2456.0,0.00336,0.61898,0.08687,,
train,5.0,1090.0,0.00461,2456.0,0.00299,0.58886,0.08793,,
train,5.0,1100.0,0.00461,2456.0,0.0032,0.67366,0.08805,,
train,5.0,1110.0,0.00461,2456.0,0.00288,0.55456,0.08784,,
train,5.0,1120.0,0.00461,2456.0,0.00299,0.62604,0.08699,,
train,5.0,1130.0,0.00461,2456.0,0.00287,0.57672,0.08714,,
train,5.0,1140.0,0.00461,2456.0,0.00292,0.49968,0.08725,,
train,5.0,1150.0,0.00461,2456.0,0.00256,0.56331,0.08761,,
train,5.0,1160.0,0.00461,2456.0,0.00215,0.5759,0.08675,,
train,5.0,1170.0,0.00461,2456.0,0.00334,0.5599,0.08843,,
train,5.0,1180.0,0.00461,2456.0,0.00338,0.55939,0.08807,,
train,5.0,1190.0,0.00461,2456.0,0.00308,0.66353,0.08874,,
train,5.0,1200.0,0.00461,2456.0,0.00304,0.56043,0.08738,,
train,5.0,1210.0,0.00461,2456.0,0.00344,0.48847,0.08808,,
train,5.0,1220.0,0.00461,2456.0,0.00281,0.45601,0.08859,,
train,5.0,1230.0,0.00461,2456.0,0.00281,0.6165,0.0885,,
train,5.0,1240.0,0.00461,2456.0,0.00319,0.58423,0.08734,,
train,5.0,1250.0,0.00461,2456.0,0.00314,0.60818,0.08766,,
train,5.0,1260.0,0.00461,2456.0,0.0029,0.54728,0.08814,,
train,5.0,1270.0,0.00461,2456.0,0.00294,0.55658,0.08834,,
